2188	唯
2183	號
2176	術
2173	修
2172	禁
2169	走
2163	救
2159	施
2158	退
2151	彼
2146	劉
2144	尺
2142	窮
2124	待
2112	器
2100	精
2099	棄
2096	徵
2093	侍
2091	彊
2089	手
2085	留
2081	勞
2069	財
2058	疑
2045	原
2044	博
2038	賓
2022	諫
2018	澤
2006	弱
1996	魚
1995	就
1992	容
1991	庶
1980	路
1976	胡
1971	適
1970	清
1967	報
1967	俗
1964	伏
1958	存
1957	予
1955	曹
1953	祀
1946	持
1945	羽
1940	俱
1938	引
1937	誠
1930	察
1930	爾
1928	息
1921	塞
1919	懷
1918	辟
1909	虎
1904	延
1902	濟
1900	暴
1882	鳥
1880	甘
1879	權
1879	類
1874	勿
1868	收
1865	厥
1863	急
1863	肉
1858	草
1854	儀
1852	鼓
1850	賤
1847	字
1845	體
1844	盜
1833	尹
1833	陛
1832	京
1830	遺
1826	業
1824	晏
1817	遇
1816	懼
1808	率
1805	壽
1803	蓋
1801	禹
1796	野
1794	並
1793	雲
1793	罰
1792	徙
1790	赤
1784	隨
1781	讓
1780	斬
1777	管
1776	奔
1776	衰
1772	靈
1766	苦
1760	載
1760	莽
1752	舜
1751	新
1747	被
1745	永
1739	虞
1737	鬼
1723	獲
1723	空
1709	敵
1708	災
1701	李
1701	呂
1699	血
1694	農
1691	顯
1690	薄
1685	熱
1683	毋
1676	殷
1675	襄
1674	罷
1671	務
1671	職
1668	姦
1665	林
1664	畏
1659	步
1656	并
1653	便
1651	具
1649	輔
1639	川
1638	別
1638	華
1638	玄
1636	圍
1632	貧
1631	再
1629	嘉
1629	著
1622	稷
1617	寸
1615	堯
1614	市
1610	承
1609	冠
1599	省
1588	設
1585	社
1580	青
1572	期
1570	游
1570	紀
1565	幾
1558	開
1556	頭
1555	羊
1554	凶
1552	犯
1552	項
1549	痛
1544	汝
1543	隱
1542	散
1536	音
1535	卑
1533	辛
1532	斯
1530	獄
1528	朔
1527	校
1527	傅
1524	滿
1523	男
1522	咸
1522	昌
1519	參
1517	溫
1513	連
1510	部
1508	丁
1503	賦
1503	閒
1501	盟
1492	錢
1491	廷
1482	半
1481	霸
1481	淮
1479	莊
1479	儒
1476	賈
1474	戎
1469	骨
1468	忘
1461	堂
1457	康
1450	改
1447	約
1444	淫
1442	愚
1442	崩
1442	胥
1440	勇
1437	克
1434	獸
1433	曲
1425	祠
1423	孰
1422	郊
1422	迎
1420	嬰
1417	辰
1402	質
1401	勢
1399	寇
1396	慎
1390	決
1383	蔡
1374	廉
1373	專
1367	達
1364	聚
1363	恩
1356	寧
1353	結
1342	貢
1341	追
1339	曾
1337	負
1336	侵
1334	堅
1331	虜
1327	味
1326	邊
1322	末
1322	授
1319	疏
1319	圖
1315	榮
1312	族
1307	保
1305	登
1303	黨
1300	乙
1299	厲
1299	顧
1299	況
1298	要
1298	工
1297	赦
1290	考
1288	困
1287	寶
1284	恭
1284	姬
1283	送
1282	蒙
1279	谷
1278	朱
1276	角
1272	孤
1268	稽
1265	咎
1265	歌
1264	辱
1260	素
1260	向
1259	斷
1258	寵
1255	帥
1250	友
1241	逐
1239	慮
1237	干
1235	泉
1234	呼
1233	惑
1232	推
1231	皮
1231	策
1224	指
1223	果
1222	衡
1221	表
1219	荊
1216	狀
1215	畜
1203	宰
1203	朕
1200	讀
1192	嚴
1190	征
1190	篇
1184	哭
1181	郭
1179	兼
1178	休
1172	假
1170	无
1169	畢
1168	奇
1166	習
1166	示
1164	折
1163	奪
1162	戒
1158	宿
1156	簡
1153	飛
1143	鼎
1143	烏
1139	典
1139	謝
1137	臺
1134	竊
1132	避
1127	丙
1124	震
1120	種
1117	操
1116	掌
1114	豐
1113	覆
1109	彭
1108	黑
1107	靜
1105	旦
1104	端
1104	毀
1103	墨
1102	沛
1102	產
1100	略
1097	粟
1096	祝
1095	轉
1093	責
1090	戚
1090	鳴
1086	桀
1085	狄
1084	幽
1080	羌
1078	丹
1078	輒
1077	全
1076	舊
1073	卜
1072	營
1071	謹
1068	紂
1065	損
1065	鳳
1065	飾
1064	丈
1060	笑
1058	釋
1054	造
1054	余
1054	腹
1052	弓
1050	牧
1050	徐
1050	佐
1048	脩
1046	才
1046	審
1045	慶
1043	附
1042	雍
1039	庚
1038	苟
1035	納
1035	效
1035	謁
1035	第
1033	浮
1030	材
1029	樹
1027	背
1026	悉
1025	誰
1022	弘
1015	辯
1014	移
1013	貪
1013	妾
1012	泰
1008	役
1007	劍
1005	午
1004	穆
1004	序
1003	唐
1003	揚
997	維
996	屈
996	真
990	矢
990	崇
989	臧
988	律
988	候
987	屯
986	記
983	助
981	禽
981	茂
980	井
979	薦
979	驚
973	戊
968	違
963	范
962	短
960	愈
960	注
956	斗
955	拔
954	馳
953	邦
952	歷
949	橫
946	充
945	毛
942	識
942	差
941	奚
937	席
937	革
935	輿
935	測
934	放
933	乾
932	給
927	籍
927	頃
924	階
924	靡
922	寬
922	癸
920	錯
920	淵
920	耕
919	貞
918	繼
918	遊
918	到
917	據
917	須
915	驕
910	循
909	壬
909	房
907	詐
907	歧
906	柔
906	鹿
906	累
906	妄
904	剛
904	昆
901	雷
901	選
899	巳
898	庭
897	蘇
896	調
894	勸
890	履
889	倍
887	僕
886	汗
885	鴻
884	卯
883	旅
881	感
880	巧
880	楊
876	闕
876	采
874	忌
872	介
870	帛
869	舒
869	亥
869	酉
868	寅
867	兆
864	駕
863	顏
860	襲
859	杜
858	藥
856	忍
853	幣
853	祥
853	冀
852	每
850	討
849	詣
848	似
848	竟
848	蟲
848	增
847	陶
847	悲
846	扶
845	壯
845	垂
845	煩
843	鮮
843	泣
841	舞
841	夢
841	豫
837	貨
835	丑
834	委
832	費
832	接
830	集
830	肯
829	弒
829	亭
824	案
823	恥
823	茲
822	他
821	翼
820	資
818	姑
815	龜
809	閉
806	帶
805	倉
804	桑
804	補
801	縱
801	答
799	擇
799	兒
796	馮
796	池
794	振
792	蜀
791	譽
790	量
790	句
789	寢
789	旱
787	盈
786	匹
784	奈
780	肖
776	憲
776	齒
776	統
775	趨
774	怪
774	涉
772	犬
770	阿
769	渠
763	符
762	尤
761	庸
761	飢
761	豪
759	支
758	鄧
758	捕
757	殿
756	遭
755	鄙
755	特
752	枝
752	董
749	肅
748	雄
747	占
747	勤
746	伊
745	姜
743	叛
736	殊
735	屋
734	邯
733	悅
733	賀
729	仰
729	險
728	宛
727	回
726	幼
726	逃
723	露
722	運
720	密
719	壞
717	蔽
717	防
716	蠻
715	竹
714	逢
713	偃
713	鍾
713	戌
711	隆
711	驗
710	舟
710	讎
710	艸
709	尸
709	護
706	蒼
705	敖
704	偽
703	葉
703	沙
702	旁
700	減
700	印
698	鄰
698	雞
698	邾
697	斂
695	殆
695	刻
694	躬
693	陷
692	沒
691	述
691	伍
689	夕
684	斤
683	廬
681	均
676	根
673	割
673	洛
672	園
669	莒
668	否
668	聘
665	竭
665	悔
665	竇
662	閭
661	頗
660	享
659	巫
658	戮
657	辨
656	純
656	削
655	切
655	彌
654	招
653	厭
652	監
652	訟
651	念
651	索
650	冥
649	貌
648	雜
647	仕
642	踐
642	狗
642	讒
639	狐
637	歎
636	境
636	衍
636	翟
635	胃
633	尼
633	頓
632	肺
632	最
631	領
629	繫
629	援
626	依
626	匡
626	傾
623	忽
618	側
618	荒
616	狂
615	曷
615	昏
614	覺
610	賔
608	悼
607	刀
604	宅
602	卓
602	勃
602	毒
602	稍
601	卷
601	蕭
601	沈
600	尾
599	賁
598	慈
598	細
597	跡
596	肝
594	試
594	豹
592	樓
592	但
591	式
591	蛇
588	仇
587	秉
586	囚
584	緩
582	紹
582	牙
581	饗
580	巡
579	級
577	乞
577	諾
574	篤
574	壹
574	擅
573	機
572	烈
571	殘
570	髮
568	奢
568	牲
566	穴
565	欺
565	珠
564	託
563	畫
562	陸
561	育
560	皋
558	罔
558	訓
558	綬
557	卻
557	旗
555	域
555	臥
554	戴
552	塗
552	消
552	脫
549	奮
548	敝
548	勳
548	規
548	投
547	薛
546	鐘
544	牢
543	弦
543	謙
542	晝
541	條
539	輸
538	儉
538	褒
536	鬥
535	戲
535	泄
532	貳
532	蒲
531	匿
531	撫
531	慕
531	諱
531	洗
529	鐵
529	燒
529	恃
528	偏
528	敦
527	灌
527	漸
526	遵
525	贊
524	奠
524	禾
523	米
523	買
523	秩
522	踰
522	倫
522	恨
521	束
520	譬
520	霍
519	麻
519	饑
518	童
518	璧
517	某
517	落
516	獵
516	鮑
514	樊
514	雅
510	頌
509	繩
508	糧
508	配
508	屠
507	劫
506	遲
506	驅
506	繆
505	緣
504	猛
504	醫
504	早
504	弊
503	朋
503	濁
502	妖
502	隸
501	聰
501	掾
500	屍
499	揖
497	佞
497	超
497	侈
496	速
494	畔
494	杖
494	甫
494	囂
491	醜
491	筋
489	膠
487	豆
487	融
487	晦
486	暑
486	按
485	畝
485	覽
484	築
482	距
481	羞
481	盧
480	攝
480	拘
479	啟
479	俎
479	涕
478	英
478	桂
477	刃
477	狩
477	遼
475	絲
475	鍼
474	胸
473	肥
471	琴
471	鹽
471	柱
468	優
467	貫
467	辜
466	班
463	肆
463	鼠
463	賂
463	潁
462	闔
462	墓
462	柰
461	導
461	荀
460	淺
460	脅
459	隴
458	冢
458	乏
457	蘭
455	穿
455	譏
455	鉤
454	溢
453	怠
453	嫁
453	船
452	抱
452	賴
452	冒
451	虐
450	婁
450	萌
449	腸
448	恆
448	郤
447	狼
446	宦
445	掩
444	熊
443	腎
441	焦
439	疆
439	迫
439	蕃
438	搖
436	抑
434	曠
434	恤
434	弩
433	冰
432	枚
431	禦
431	舅
431	絡
430	漁
429	勉
427	膚
425	夭
425	舌
423	麗
422	黎
422	程
421	矜
421	擾
421	界
421	韋
420	徑
420	鄲
419	完
419	暮
419	員
419	枯
418	娶
418	豕
417	煮
413	禪
413	雒
411	宇
410	賣
409	逮
409	巨
409	繇
409	敞
408	棘
408	尋
407	箕
407	股
407	瑞
405	裘
405	閔
405	央
404	黍
404	脾
403	挾
403	環
403	羅
403	斛
400	滑
400	霜
400	歆
399	蕩
398	誦
398	津
396	溝
396	鞅
395	熟
395	魂
394	缺
394	鑄
393	允
393	饒
391	袁
390	飯
390	繁
389	柳
389	誣
389	鈞
389	銳
387	釐
387	欒
386	苗
386	迷
385	枉
385	曆
385	蠡
385	吐
384	講
384	殃
383	嗟
382	倚
382	督
381	崔
381	赴
381	什
381	副
380	麥
378	昧
378	俞
378	觸
377	談
377	壁
377	抵
377	眉
376	棺
376	珍
376	銅
375	臂
375	含
374	雪
374	絳
373	俊
372	戾
371	駟
371	姊
370	佩
370	寫
369	桃
369	埶
369	敕
368	巾
368	它
367	爰
367	詳
367	照
367	荅
366	薪
366	巴
366	滎
365	卦
364	杞
364	巢
364	錄
363	弔
363	逸
363	館
362	懸
361	堪
360	圭
359	庫
359	垣
359	墮
358	格
358	溺
358	區
358	恣
358	筮
357	瑟
357	歡
357	趣
356	牽
355	佚
355	睹
354	徹
354	際
354	盎
353	柏
352	戈
352	績
351	潛
351	熒
350	壤
350	醉
349	矯
348	紛
348	軫
347	署
346	晨
346	織
346	謚
345	匪
345	軌
344	慢
343	雉
343	基
343	搏
343	恢
342	忿
342	沃
342	曉
341	裳
341	稅
340	鬱
340	續
339	貶
339	戍
339	裂
338	悖
338	璽
337	綱
337	斧
337	閏
336	濕
336	包
335	鉅
335	蝕
334	耆
333	藉
333	洪
333	郢
333	掖
333	衝
333	蹇
333	波
332	錫
331	鼻
331	婢
330	租
330	裏
329	憎
329	阻
328	默
328	顓
328	謗
328	萊
327	鑿
327	滋
327	贖
326	藝
326	誘
326	稼
326	涼
326	苛
326	虧
325	牟
325	菑
325	靖
324	渡
323	矩
323	旋
323	漏
322	飽
322	孺
322	葛
322	頸
321	寄
321	篡
321	系
320	滕
320	琅
319	懿
319	焚
319	匠
319	棗
319	驪
319	湖
318	肩
318	淳
317	綏
316	供
316	茅
316	翁
315	屏
315	妃
315	芒
313	侮
313	渴
313	汙
313	旌
313	輪
312	赫
312	仆
312	盾
312	稟
311	栗
310	憐
310	耿
309	敏
309	潔
309	蚤
309	誤
308	沐
308	總
308	鵲
308	冤
307	憚
307	遍
307	觶
307	零
307	酸
307	苑
306	顛
305	漆
305	徼
305	兌
305	愁
305	皃
304	兔
304	慚
303	豎
301	松
301	黜
300	圉
300	戟
300	燥
300	夙
299	牆
299	廩
299	闇
298	膏
297	瓦
297	亨
296	嗜
296	湛
295	壇
294	牡
294	燔
294	隕
294	鎮
294	劾
293	紫
293	鄒
292	希
292	犀
292	諭
291	酌
291	偶
291	勒
291	徇
290	毅
290	諛
290	渭
289	糾
289	誓
288	亞
288	芻
288	壺
288	恬
287	軻
287	孽
287	夾
287	炎
287	僖
286	殖
286	睢
285	臭
285	亟
285	貸
285	譚
284	證
284	遁
284	契
284	燭
284	潰
284	迺
284	畤
283	沉
282	欽
282	藩
280	帷
280	俟
280	餓
280	段
280	捐
280	激
279	潤
279	沮
279	僚
278	禱
278	坎
278	醴
278	競
276	旨
276	虢
274	甯
274	準
274	穰
273	突
273	掠
273	骸
273	雀
273	祐
272	拒
272	麟
272	糸
270	攸
270	孚
269	隅
269	幹
268	騰
268	耶
268	蠱
268	綰
267	擢
267	寤
267	佗
266	繡
266	橋
265	乳
265	僭
264	床
264	丸
264	誼
262	倦
262	阼
262	囊
262	樸
262	卬
261	雩
261	旬
261	吹
261	轅
260	嗚
260	翔
260	醢
259	鴈
258	冕
258	匱
258	俠
258	悟
258	豨
257	創
257	活
257	軒
256	源
255	亢
255	品
254	罕
254	膳
253	冉
253	谿
253	蓄
253	疫
253	壅
253	協
253	腫
252	妹
252	祁
252	酈
251	植
251	艾
251	祈
251	圓
251	斥
251	隗
251	陟
251	臚
250	酎
249	瀆
249	耦
248	袒
248	噲
248	詭
248	柄
247	岐
247	渾
246	愿
246	濡
246	練
245	脯
245	柴
245	億
244	喻
244	彘
244	械
244	卵
244	阜
243	隙
243	香
242	騫
242	巷
242	炙
242	曼
242	痺
241	析
241	瑕
240	諂
240	憤
240	蠶
239	塵
239	駭
238	墜
238	岑
238	貝
238	乖
238	芳
238	嘔
237	睦
237	詘
237	杼
236	欣
235	括
235	坤
235	肌
235	扁
235	譴
234	閎
234	捷
234	腰
233	冶
233	墳
233	擁
232	殯
232	囿
232	髡
231	羹
231	晚
231	穢
231	笞
230	浴
230	彗
230	鳩
229	恂
229	訾
229	爪
229	惲
228	攘
228	麋
228	贈
227	弋
227	嶽
227	展
227	究
227	複
226	瞻
226	浸
226	犧
226	轡
226	黯
225	提
225	圜
224	瓜
224	簿
223	惜
223	魄
223	歙
222	雌
222	繒
222	翊
221	雕
221	快
220	劇
220	虫
219	鸞
219	沖
219	台
218	稻
218	喬
218	膺
218	跪
218	技
217	泥
217	彰
217	蓬
216	朽
216	弁
215	算
214	譖
214	借
214	躁
214	贍
214	淑
214	遽
214	筭
213	陋
213	逾
213	汲
213	敘
213	縛
212	巽
212	嬖
212	幕
212	鋒
211	腐
211	脊
211	諡
210	裁
210	嬴
210	梧
210	頊
210	喘
210	欬
209	翕
209	饋
209	弛
209	矛
209	壘
209	網
208	肱
208	暇
208	泗
207	填
207	拂
207	婚
207	僻
206	瞽
206	錦
206	踵
206	殤
206	銜
205	臾
205	凍
205	踴
204	叩
204	暢
204	菽
204	握
204	俾
204	銖
204	誹
203	駒
203	鱉
203	嗇
203	返
203	傍
202	剝
202	蝗
202	荼
202	嚮
202	齎
201	宴
201	邇
201	俯
201	羸
201	勁
200	愆
200	拾
200	鹹
200	爽
200	犁
199	盆
199	隊
199	哲
199	嵩
199	蚡
199	煌
199	龐
198	偷
198	磬
198	整
198	函
198	驩
198	陂
198	氐
198	液
198	閼
197	桐
197	彈
196	科
196	驥
196	鰥
196	郅
195	蹈
195	粥
195	屨
194	郁
194	奸
194	羈
194	聾
194	齋
194	妒
194	募
193	頤
193	埋
193	匕
193	弇
192	槁
192	嚭
192	粵
191	菜
191	霧
191	邢
190	縮
190	染
190	眇
190	吞
190	歐
189	蒸
189	筆
189	濮
189	彪
188	几
188	只
188	電
188	抗
188	竅
188	絜
188	聊
188	熹
187	洽
187	盤
187	觴
187	剖
187	銀
186	仍
186	嫌
186	烝
186	怯
186	凝
186	傲
186	採
185	旄
185	妙
184	屢
184	播
184	窺
184	般
184	番
184	鄴
184	孛
183	牖
183	秀
183	濫
183	倒
183	吊
183	鵠
183	倡
183	灶
183	鉞
182	艮
182	滓
181	咨
181	掘
181	隰
181	筑
181	莖
181	黥
181	樞
180	仞
180	眩
180	嘆
180	岸
180	宏
180	驃
179	悌
179	詰
178	疇
178	舂
178	轂
177	寐
177	駿
177	隄
177	椒
176	槨
176	岱
176	熙
176	響
176	涿
175	枕
175	柯
175	讖
174	鬻
174	鑒
174	牝
174	翦
174	雙
174	札
173	摯
173	廄
173	狹
173	姒
172	洋
172	閑
172	扈
172	祚
171	擯
171	懲
171	癰
171	蒞
171	罵
171	脹
171	虖
170	媚
170	豚
170	丕
170	黔
170	愍
169	羔
169	厄
169	輩
168	棲
168	巖
168	伸
168	隔
168	筴
168	涇
167	盍
167	奄
167	組
167	膝
167	蒯
167	勾
166	峻
166	蔑
165	逝
165	遏
165	萃
165	楹
165	披
165	訖
165	汾
165	需
164	郵
164	騁
164	諷
164	邳
164	櫟
164	惶
163	惰
163	橐
163	藪
163	遜
163	渙
163	診
163	剋
162	釜
162	釣
162	烹
162	夔
162	棠
162	驂
162	絰
162	鱗
162	閻
162	詛
162	羲
161	鞭
161	傑
161	儲
161	玩
161	遯
161	遮
160	纓
160	筵
160	盲
160	緒
160	昊
159	慝
159	脛
159	飭
158	拙
158	榆
158	瓚
158	耗
158	犢
158	噬
157	毫
157	梓
157	咽
157	揆
157	騶
157	雹
157	寺
157	珪
157	綿
157	仙
157	祕
156	喟
156	滯
156	椎
156	軸
155	繕
155	鏤
155	騏
155	猾
155	輦
155	冷
154	鬲
154	撓
154	愧
154	臘
154	誡
154	訪
153	誨
153	銘
153	蟄
153	摧
152	祗
152	乍
152	姻
152	閱
152	詹
151	措
151	炭
151	涂
151	汁
151	洞
151	膽
151	慄
151	疲
150	慧
150	阪
150	賄
150	餌
150	槐
150	悍
150	謬
150	酷
150	限
149	構
149	鮪
149	鳧
149	邸
149	慰
148	趾
148	酬
148	拊
148	邛
148	鄢
148	苓
148	芮
147	探
147	躍
147	惕
147	禺
147	纖
147	銷
147	沸
146	裹
146	鯀
146	藍
146	吸
146	裔
145	宥
145	編
145	陣
144	輟
144	濱
144	摩
144	爛
144	騷
144	娛
143	荷
143	釁
143	誕
142	恕
142	圃
142	檀
142	盥
142	謠
142	頡
141	奧
141	係
141	恒
141	暗
141	祉
141	臼
141	朴
141	灸
140	互
140	阨
140	脂
140	闢
140	熲
139	祇
139	鶴
139	訢
139	遙
139	擬
139	蜚
139	瓊
139	酺
139	従
138	濯
138	旃
138	殽
138	輯
138	汜
138	健
138	影
138	弄
138	甄
138	雋
138	課
138	辵
137	穡
137	苴
137	閣
137	胎
137	妨
137	灰
137	婕
137	妤
136	褐
136	嘻
136	翳
136	瘧
136	麾
136	吁
135	兢
135	挈
135	綠
135	歿
135	羨
135	涓
135	帳
134	範
134	障
134	錮
134	僊
134	巿
133	禘
133	羿
133	蹶
133	污
133	篚
133	歟
133	鉏
133	凌
133	價
133	憙
133	緊
132	亶
132	糴
132	償
132	气
131	潦
131	警
131	跖
131	苞
131	隧
131	虵
130	拱
130	雁
130	鷹
130	譯
130	梅
130	款
130	檻
130	檄
130	爻
129	排
129	叱
129	煎
129	悠
129	湣
129	梟
129	喉
129	髓
128	璜
128	偉
128	傕
127	澹
127	裨
127	揭
127	鬭
127	檢
127	把
127	葵
127	餐
127	殄
127	蛟
127	葦
127	緯
127	鴟
127	街
127	媵
127	淄
127	碭
126	迭
126	茍
126	奐
126	訊
126	蓍
126	垢
126	付
126	讙
126	像
125	鐸
125	兕
125	普
125	邕
124	繹
124	籩
124	隘
124	砥
124	陘
124	岳
124	浦
124	輜
124	票
123	衽
123	誥
123	碩
123	墟
123	諧
123	皓
123	僑
123	閩
123	眚
122	漿
122	溼
122	稚
122	敷
122	攜
122	衢
122	艱
122	龔
122	驎
121	鯉
121	瘳
121	菹
121	鞮
121	聃
121	綦
121	芝
121	耀
121	飄
121	麤
121	齧
121	乂
121	鹵
121	怖
120	貉
120	挫
120	臻
120	伋
120	廓
120	駱
120	伎
120	紆
120	湘
119	偕
119	廚
119	柩
119	綴
119	愷
119	墾
118	糞
118	溉
118	疵
118	樗
117	巍
117	紅
117	浩
117	顙
117	叢
117	縞
117	婿
117	輻
117	忤
116	纍
116	僇
116	懈
116	弼
116	僮
116	料
115	汶
115	諺
115	杵
115	肘
115	霆
115	狡
115	竦
115	捨
115	鏡
115	沫
115	裝
115	僵
115	促
115	些
114	壑
114	頑
114	笙
114	板
114	箭
114	卹
114	灼
114	彤
114	菟
114	漕
114	夬
113	魁
113	豬
113	璋
113	詡
113	燮
112	裕
112	肢
112	燎
112	羆
112	滂
111	豺
111	埃
111	榭
111	魴
111	閨
111	崖
111	值
111	邵
111	歇
111	崑
111	涌
110	薑
110	亳
110	混
110	絀
110	兗
110	蚩
110	軼
109	蟬
109	暖
109	伺
109	漠
109	株
109	劣
109	腠
109	恚
109	煬
108	絞
108	愉
108	庖
108	欠
108	甸
108	弧
108	葆
108	勺
108	枳
107	瞑
107	橈
107	球
107	慘
107	賑
107	睽
107	衆
107	芍
106	鞠
106	曳
106	宵
106	贏
106	聶
106	嫗
106	姚
106	扞
106	蹻
106	湊
106	磾
106	疒
105	韶
105	偪
105	題
105	駑
105	悝
105	俛
105	僅
105	挑
105	訴
105	儋
105	騭
104	虹
104	侑
104	翠
104	髀
104	冑
104	贄
104	吟
104	阯
104	頁
103	饉
103	倨
103	嫉
103	態
103	驟
103	繞
103	寔
103	濇
102	徂
102	場
102	逼
102	黼
102	籌
102	蠹
102	佯
102	竄
102	鉗
102	詞
102	底
102	搜
102	崙
102	縑
101	瓠
101	剽
101	弭
101	剌
101	晁
100	琢
100	詠
100	駢
100	陪
100	浚
100	墻
100	炮
100	箴
100	歛
100	炊
100	幄
100	螽
100	遑
100	牂
99	倪
99	惻
99	愨
